Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2024-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
India,IND,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),5.982579593,6.628636165,7.779352878,5.73485975,5.010748883,3.837846255,4.177208698,4.379967198,4.158357956,5.73313431,2.940327925,1.875322565,1.809704359,1.350281886,1.212254494,1.328213715,8.35082958,10.02955634,10.01341678,8.697666364,7.649704725,8.169898319,8.409147765,7.84828028,7.018191832,5.526521926,6.107699298,6.901449943,8.615438871,6.65915598,5.864477043,,,
India,IND,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),14.08073147,14.40972026,19.32126503,16.00141393,20.35778537,18.89389857,20.86692173,21.33566687,23.64731812,29.28544587,19.75330135,18.59294874,19.81911303,19.82734211,19.69357822,19.88207862,33.23300264,36.37695747,36.78581825,38.32471171,37.0922375,37.58901565,38.14389464,38.30595594,41.34403892,43.03294113,44.23628087,45.54265062,44.48895062,42.28155593,43.44186826,,,
India,IND,Ores and metals imports (% of merchandise imports),8.140597491,6.40364544,6.729635458,5.245286507,7.441357238,6.848359713,6.666932563,6.00488389,5.562766448,4.992608805,4.559517227,5.21483879,4.441138572,3.959639053,4.331611366,4.816070969,5.95227847,6.243018432,5.478834496,5.081029644,4.78745314,5.536447554,5.032597193,5.837434879,5.943585265,6.472134866,5.267542353,5.640450903,5.904635347,5.198636378,5.233933903,5.46113364,5.978370262,6.036725804
India,IND,Fuel imports (% of merchandise imports),27.2919702,29.92040169,29.51473219,27.14192585,23.795473,23.66923883,29.2963964,24.26798441,18.96241417,28.8512805,36.53292791,31.11863196,31.18031918,30.07923405,31.48114431,32.88048198,34.46645573,33.49473235,36.69056902,31.01751589,31.66325004,34.02803338,37.97250423,39.51809971,38.51483871,26.77735094,25.03537995,27.72283739,33.24990086,31.88034312,28.35909151,29.87284032,37.84440371,33.2009829
India,IND,"Tariff rate, most favored nation, weighted mean, primary products (%)",38.66,,8.38,,,,18.76,16.2,,23.32,15.89,23.3,19.8,19.87,18.77,15.3,8.31,13.04,6.02,6.08,8.78,7.99,4.96,5.03,,7.44,7.34,5.61,3.88,8.48,5.85,4.59,,
India,IND,"Tariff rate, applied, simple mean, primary products (%)",71.67,,49.21,,,,32.67,27.81,,30.62,32.2,32.89,29.94,28.95,30.6,25.44,20.27,24.22,17.57,17.67,16.48,19.01,19.63,19.57,,18.4,16.64,16.67,16.84,19.39,17.56,17.15,,
India,IND,"Tariff rate, most favored nation, weighted mean, all products (%)",56.36,,27.01,,,,23.72,20.14,,28.54,23.36,26.65,23.08,21.45,22.97,14.06,8.99,11.99,6.13,7.04,7.34,7.33,6.32,6.34,,7.49,7.57,6.85,6,8.77,7.65,7.31,,
India,IND,"Tariff rate, applied, simple mean, all products (%)",80.85,,56.02,,,,37,28.9,,32.4,33.4,31.79,28.79,25.63,28.57,16.5,13.86,14.66,9.98,10.28,8.88,10.56,10.71,10.59,,9.75,8.91,8.88,9.03,10.21,9.42,9.86,,
India,IND,"Tariff rate, most favored nation, weighted mean, manufactured products (%)",71.1,,42.71,,,,27.23,20.53,,31.44,29.24,28.31,24.88,22.29,25.42,12.78,9.08,10.98,5.67,7.33,5.36,5.92,7.32,7.29,,7.06,7.44,7.33,7.41,8.53,8.46,8.55,,
India,IND,"Tariff rate, applied, simple mean, manufactured products (%)",82.13,,56.95,,,,37.64,29.04,,32.68,33.58,31.62,28.62,25.13,28.26,15.2,12.94,13.3,8.91,9.22,7.78,9.37,9.43,9.3,,8.51,7.84,7.8,7.93,8.86,8.18,8.8,,
India,IND,Import volume index (2015 = 100),6.092493274,5.959561601,7.21853042,8.386029327,10.1866809,12.64426421,13.29128306,14.65464703,17.20686478,17.82838982,18.7705949,19.04418094,19.86878637,24.47980918,28.6490438,36.75898439,40.9483154,46.5880817,58.79691028,60.93994278,74.75860699,82.00272252,86.71767376,86.47959941,89.4759503,100,99.5397947,109.576161,113.3078947,113.4494493,96.20888652,113.3848038,,
India,IND,"International tourism, expenditures for travel items (current US$)",,,,,,996000000,913000000,1342000000,1713000000,2010000000,2690000000,3006000000,2988000000,3585000000,4816000000,6187000000,6845000000,8219000000,9606000000,9310000000,10490000000,13699000000,12342000000,11615000000,14595000000,14838000000,16376000000,18443000000,21319000000,22915000000,12574000000,,,
India,IND,"International tourism, receipts (% of total exports)",,,,,,,,,,,6.003500853,5.379024674,4.672944645,5.377673633,5.436142963,4.954650885,4.611618852,4.679233818,4.084303583,,,,4.132071451,4.066427631,4.274449067,5.009438153,5.369238372,5.696352265,5.42657307,5.798366219,2.767332228,,,
India,IND,Unmet need for contraception (% of married women ages 15-49),,,,20.3,,,,,,16.1,,,,21.1,,,13.9,,20.5,,,,,,,,12.9,,,,9.4,9.4,,
India,IND,Rural population (% of total population),74.453,74.222,74.016,73.809,73.601,73.393,73.183,72.972,72.76,72.547,72.333,72.082,71.756,71.428,71.097,70.765,70.431,70.094,69.754,69.413,69.07,68.724,68.366,67.997,67.616,67.223,66.818,66.4,65.97,65.528,65.074,64.607,64.128,63.636
India,IND,Completeness of birth registration (%),,,,,,,,,,,,,,,,,41.1,,,,,83.6,,,71.9,,79.7,,,,,89.1,,
India,IND,"Completeness of birth registration, female (%)",,,,,,,,,,,,,,,,,41.3,,,,,,,,,,80.1,,,,,89.4,,
India,IND,"Population, female",420468106,429478264,438527953,447615320,456726553,465846665,474932057,484031612,493147162,502255693,511410095,520679574,529978166,539178882,548274218,557161047,565762395,574185530,582492785,590747758,599047591,607376801,615647779,623809180,631697152,639323292,647012921,654607791,661854076,668786993,675389679,681060412,685992675,691776131
India,IND,Population growth (annual %),2.141140539,2.101891054,2.074344245,2.047837361,2.02085602,1.991871229,1.951435501,1.919262595,1.887557865,1.849333251,1.822184002,1.808446421,1.776767874,1.724269032,1.67281087,1.604129169,1.52430796,1.46637175,1.422391509,1.39119493,1.377595812,1.361588085,1.33219205,1.297548835,1.240362184,1.18779532,1.185046229,1.155624491,1.087527722,1.025310772,0.955220858,0.797216094,0.680372581,0.805014301
India,IND,Sex ratio at birth (male births per female births),1.069,1.073,1.076,1.079,1.084,1.089,1.09,1.092,1.093,1.093,1.095,1.093,1.091,1.093,1.094,1.094,1.093,1.093,1.094,1.095,1.096,1.095,1.092,1.091,1.091,1.09,1.088,1.086,1.084,1.082,1.079,1.077,1.075,
India,IND,"Population ages 75-79, female (% of female population)",0.780817606,0.786799656,0.794155875,0.802183222,0.80979428,0.816853332,0.823887952,0.831171126,0.83941363,0.849554631,0.861871332,0.875775472,0.890852926,0.906961151,0.923812362,0.94121359,0.959158304,0.977573833,0.996434144,1.015580917,1.034803428,1.055815269,1.08012052,1.105925052,1.129793997,1.150316529,1.166968736,1.179893229,1.191645225,1.206142252,1.223570814,1.234513686,1.243426907,1.271399533
India,IND,"Population ages 65 and above, total",35519121,36482956,37501242,38574904,39704571,40890772,42132170,43426840,44774513,46173856,47616579,49113495,50676067,52269470,53832505,55342330,56817102,58275189,59741552,61251588,62849330,64583831,66495584,68634509,71341897,74613573,78116348,81804197,85618417,89515357,93171419,95749032,97734540,101034112
India,IND,"Population ages 65 and above, female",18560448,19118616,19696104,20293783,20915658,21563718,22237644,22938325,23666444,24420534,25196609,26003768,26851271,27722058,28581022,29414309,30231611,31039079,31845550,32666813,33525239,34447318,35456527,36564888,37920662,39536588,41269636,43099520,44999443,46949331,48824994,50205819,51290577,53010869
India,IND,"Population ages 60-64, female (% of female population)",2.364312265,2.384178402,2.405479728,2.42690241,2.44666758,2.463324496,2.479806493,2.498513981,2.516161492,2.526694406,2.528997399,2.524093443,2.513090888,2.501993575,2.499066628,2.509228806,2.532685738,2.568059402,2.612432528,2.689164501,2.797206393,2.909842043,3.026397336,3.147104536,3.249138758,3.328146928,3.400811221,3.467349734,3.528479967,3.583606178,3.633898436,3.676459172,3.716169127,3.768472896
India,IND,"Population ages 50-54, female (% of female population)",3.53813459,3.512461696,3.479318573,3.446564336,3.425432767,3.421030076,3.432166505,3.456560498,3.489955699,3.562723678,3.674041573,3.790093076,3.911645202,4.041144916,4.148332673,4.228557094,4.306346479,4.379408774,4.445317976,4.502230544,4.554605583,4.607189635,4.65948899,4.711746227,4.765266458,4.814802993,4.857266757,4.900160133,4.94784155,4.998504733,5.05339429,5.114832966,5.180004801,5.248937391
India,IND,"Population ages 40-44, female (% of female population)",4.733477335,4.86062492,4.993612921,5.135708374,5.248492088,5.325720004,5.39873106,5.46521288,5.522080541,5.567076967,5.605262446,5.641728414,5.677066138,5.713490365,5.752032558,5.787123067,5.817270247,5.848509796,5.882963764,5.917669856,5.955119521,6.000883878,6.050781671,6.10319473,6.163255506,6.223228294,6.277331907,6.324434886,6.361379191,6.400183982,6.458766298,6.538162575,6.631326275,6.730496676
India,IND,"Population ages 30-34, female (% of female population)",7.042509307,7.06285558,7.080898452,7.099485997,7.119560881,7.133217759,7.13885175,7.14593296,7.157791261,7.171067049,7.187575071,7.212438866,7.241326712,7.273299692,7.312891929,7.350791694,7.382271574,7.404686768,7.41356873,7.422897828,7.452980566,7.502516142,7.565098105,7.641757212,7.725056674,7.800504162,7.870371964,7.933688495,7.981274555,8.015056073,8.036784044,8.051093705,8.064959076,8.066318567
India,IND,"Population ages 20-24, female (% of female population)",8.995859724,8.996931459,9.002598643,9.012449676,9.030834364,9.045119502,9.049695703,9.042957198,9.019882883,8.997159341,8.996233639,9.013679007,9.0443725,9.091780036,9.145979676,9.189685142,9.226148453,9.253285424,9.261958232,9.254113073,9.22929503,9.18938309,9.147535876,9.105232869,9.058413881,9.01728808,8.97570901,8.928910915,8.882449484,8.836951319,8.803411542,8.797512071,8.799073183,8.773637277
India,IND,"Population ages 15-64, male",261506458,267938721,274434272,281020186,287780335,294753977,301915946,309241713,316690849,324271563,331949275,339744872,347608938,355480266,363409505,371296735,379145182,387026058,394873094,402714845,410677043,418727029,426774881,434779546,442515942,450023210,457653770,465248052,472475512,479375657,486051680,492081401,497519359,503270194
India,IND,"Population ages 15-19, female (% of female population)",10.15393805,10.13833626,10.10891113,10.06288669,10.01932539,10.0021856,10.00851201,10.03063422,10.06925524,10.11223958,10.1406475,10.1574672,10.16203241,10.14764696,10.11671974,10.06596069,9.997135891,9.926130575,9.854796648,9.777326908,9.707160236,9.637857167,9.562632476,9.491345094,9.424793402,9.365839435,9.324711005,9.28981855,9.240086096,9.174049607,9.085509575,8.967625321,8.835286106,8.697852427
India,IND,"Population ages 05-09, female (% of female population)",12.5571711,12.53412549,12.49707406,12.43466263,12.34976719,12.23852296,12.10376149,11.96479012,11.82510221,11.67898141,11.54050997,11.40030739,11.25355304,11.11491806,10.98308722,10.86366873,10.77136992,10.68890258,10.59157204,10.47542918,10.32708444,10.1338212,9.921504639,9.72030838,9.541290998,9.384070039,9.241457567,9.105282479,8.967712236,8.804079044,8.6265569,8.476310756,8.334750732,8.182194638
India,IND,"Population ages 0-14, male",171518928,174160430,176806685,179434669,181966156,184351434,186538689,188573390,190488495,192219475,193854336,195436734,196901139,198208563,199329376,200252910,200880719,201244111,201472924,201592783,201564895,201380848,201025498,200473716,199612180,198443019,197122936,195635160,194054744,192383374,190599344,188878814,187217177,185558095
India,IND,"Population ages 00-04, female (% of female population)",14.06711405,13.86841746,13.66685707,13.46565505,13.25815975,13.06158724,12.8678571,12.66881439,12.47769625,12.29404153,12.12146917,11.97313848,11.83289558,11.67715243,11.50474169,11.30419118,11.06186546,10.80295039,10.5579427,10.33525954,10.13416738,9.952074059,9.778648199,9.6029418,9.401203854,9.185242855,8.988021979,8.795772949,8.609232537,8.44487783,8.284428486,8.125601486,7.989622921,7.861671293
India,IND,Female headed households (% of households with a female head),,,,9.2,,,,,,10.3,,,,,,,14.4,,,,,,,,,,14.6,,,,,17.5,,
India,IND,"Fertility rate, total (births per woman)",4.045,3.959,3.877,3.799,3.723,3.651,3.582,3.514,3.446,3.383,3.35,3.303,3.217,3.122,3.046,2.958,2.864,2.784,2.718,2.673,2.603,2.536,2.467,2.406,2.306,2.287,2.273,2.2,2.177,2.109,2.051,2.031,2.011,
India,IND,"Mortality rate, infant, male (per 1,000 live births)",86.6,84.6,82.5,80.5,78.4,76.4,74.4,72.3,70.2,68.7,66.3,64,61.6,59.5,58.1,55.9,54.1,52,50,48,45.7,43.8,41.8,39.9,38,36.2,34.4,32.8,31.2,29.7,28.3,26.9,25.8,
India,IND,"Contraceptive prevalence, any modern method (% of married women ages 15-49)",,,,36.5,,,,,,42.8,42.3,,,45.7,,,48.5,,48.2,,,,,,,,47.8,,,,56.5,56.4,,
India,IND,"Mortality rate, adult, female (per 1,000 female adults)",216.377,213.731,211.316,209.574,207.181,205.19,203.097,200.707,198.086,194.977,190.564,186.254,179.626,173.247,167.462,161.031,155.712,151.348,147.873,145.274,143.479,142.507,142.342,142.92,143.702,144.478,144.65,143.731,141.768,139.668,144.496,185.906,176.792,
India,IND,Consumption of iodized salt (% of households),,,,,,,,,,71.5,,,,,,,75.4,,,,,,,,,94.5,92.7,,92.4,,,,,
India,IND,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",,,,,,,,,,,384,371,329,315,301,286,248,234,221,207,179,170,162,154,135,128,121,119,116,116,103,,,
India,IND,People with basic handwashing facilities including soap and water (% of population),,,,,,,,,,,,,,,,,,,,,59.33857962,59.43491763,59.53460088,59.63734533,59.7434301,61.83639136,63.9222864,66.00089544,68.07148665,70.13359887,72.18676937,74.23072608,76.26479313,
India,IND,Diabetes prevalence (% of population ages 20 to 79),,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,9.6,,
India,IND,People using at least basic sanitation services (% of population),,,,,,,,,,,14.08576181,16.72348555,19.5366221,22.36876586,25.22008398,28.08953667,30.9773053,33.88350114,36.80784258,39.74941111,42.70831536,45.68459284,48.6803119,51.69445375,54.72651883,57.77572014,60.84125721,63.83038915,66.74811677,69.66314609,72.57510232,75.48373765,78.38855995,
India,IND,Pregnant women receiving prenatal care (%),,,,61.9,,,,,,65.1,61.8,,,,,,74.2,,,,,,,,,,79.3,,,,,85.1,,
India,IND,"Number of surgical procedures (per 100,000 population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Prevalence of current tobacco use, females (% of female adults)",,,,,,,,,,,39,,,,,29.9,,,,,22.7,,,,,17.2,,,14.5,13.7,13,,,
India,IND,Lifetime risk of maternal death (1 in: rate varies by country),,,,,,,,,,,71,73,90,94,99,100,130,140,150,160,210,220,230,240,310,330,350,350,360,360,470,,,
India,IND,"Incidence of malaria (per 1,000 population at risk)",,,,,,,,,,,19.86539039,19.91367027,18.40794632,19.36943721,21.15593012,22.51266905,18.10720028,17.29836971,17.8286304,18.06199037,17.39283131,14.72485103,11.80762247,9.066069163,9.129906919,9.656071702,9.893848608,7.393692311,5.274512723,4.294631902,3.753634088,3.637931257,2.559570459,
India,IND,"Community health workers (per 1,000 people)",,0.154,,,,,,,,,,,,0.627,0.621,0.627,0.614,0.614,0.63,0.62,0.578,0.504,,,,,0.581,,,,,,,
India,IND,"Immunization, HepB3 (% of one-year-old children)",,,,,,,,,,,,,,,6,8,6,6,29,37,38,44,73,70,79,87,88,89,90,91,85,85,93,
India,IND,Young people (ages 15-24) newly infected with HIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Adults (ages 15-49) newly infected with HIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Children (0-14) living with HIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68000,
India,IND,People using at least basic drinking water services (% of population),,,,,,,,,,,79.87927122,80.4891123,81.13055718,81.7689909,82.40450807,83.0367817,83.6659241,84.2920134,84.91499745,85.53459122,86.15087227,86.76390529,87.37450795,87.98236686,88.58737184,89.1893093,89.78796094,90.38318358,90.97467558,91.56222114,92.14560477,92.72465388,93.29909578,
India,IND,"Mortality rate, neonatal (per 1,000 live births)",57.2,55.9,54.7,53.5,52.3,51.1,50,48.7,47.4,46.1,44.7,43.3,41.8,40.4,39.1,37.8,36.6,35.4,34.2,33,31.8,30.6,29.4,28.2,27.1,26,24.9,23.8,22.7,21.4,20.2,19.1,18.1,
India,IND,"Mortality rate, under-5, male (per 1,000 live births)",122,118.4,114.9,111.3,107.7,104,100.6,97,93.5,90.7,87,83.4,79.9,76.6,74.1,70.7,67.7,64.5,61.5,58.4,55.4,52.6,49.8,47.2,44.7,42.3,40,37.9,35.9,33.9,32.1,30.4,29,
India,IND,Women's share of population ages 15+ living with HIV (%),30.79437718,31.47294988,32.17132536,33.07269625,34.16596651,35.23443802,36.1957649,37.02906174,37.73260051,38.23049422,38.59519806,38.90372286,39.17348725,39.41614696,39.64625522,39.84405199,40.0116245,40.17665833,40.35935899,40.58984902,40.88025317,41.22412886,41.55537645,41.92865023,42.32773828,42.77579616,43.25292052,43.74007715,44.16657424,44.47954708,44.76326635,45.05683001,45.26193016,
India,IND,"Probability of dying among children ages 5-9 years (per 1,000)",13.8,13.3,12.8,12.3,11.9,11.4,10.9,10.5,10,9.6,9.2,8.7,8.3,7.9,7.5,7.1,6.6,6.2,5.8,5.4,5,4.6,4.3,3.9,3.6,3.2,2.9,2.6,2.3,2.1,1.9,1.7,1.5,
India,IND,"Cause of death, by injury (% of total)",,,,,,,,,,,9.272210138,,,,,,,,,,10.19603606,,,,,9.696794965,,,,9.900612161,,,,
India,IND,Number of deaths ages 15-19 years,194447,190898,187736,185021,183137,182404,182677,183641,184965,186234,186725,186556,185836,184394,182098,179186,175436,171164,166274,160866,155228,149256,142862,136441,130020,123781,117810,112053,106318,100796,95417,90307,85825,
India,IND,"Condom use, population ages 15-24, female (% of females ages 15-24)",,,,,,,,,,,,,,,,,5.6,,,,,,,,,,,,,,,,,
India,IND,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",,,,,,,,,,,3.27,3.27,3.48,3.65,3.79,3.95,4.29,4.88,5.82,6.77,7.59,8.03,8.25,8.28,8.24,8.16,8.01,8.02,8.1,8.1,6.77,,,
India,IND,Women who believe a husband is justified in beating his wife (any of five reasons) (%),,,,,,,,,,,,,,,,,47.2,,,,,,,,,,44.6,,,,,44.4,,
India,IND,Women who believe a husband is justified in beating his wife when she argues with him (%),,,,,,,,,,,,,,,,,30.3,,,,,,,,,,29.1,,,,,20.6,,
India,IND,Women Business and the Law Index Score (scale 1-100),52.5,52.5,52.5,52.5,52.5,57.5,57.5,57.5,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,66.25,66.25,66.25,66.25,66.25,66.25,66.25,66.25,66.25,66.25,66.25,68.75,71.875,71.875,74.375,74.375,74.375,74.375
India,IND,"Government expenditure on education, total (% of GDP)",,,,,,,,3.361360073,3.572560072,4.415390015,4.324790001,,,3.613409996,3.352540016,3.188750029,3.142849922,,,3.278249979,3.377690077,3.79618001,4.085000038,3.844670057,3.898999929,4.114999771,4.256999969,4.306000233,4.376999855,3.897000074,4.293000221,4.635000229,,
India,IND,Expenditure on secondary education (% of government expenditure on education),,,,,,,,,,37.80222,40.09062,,,41.66589,41.61946,42.88835,42.50008,,,34.91827,36.9852,36.96254,38.7325,41.35294,,,,,,,,,,
India,IND,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,98.1342926,96.10655212,,,95.45175934,95.40070343,95.18502045,,,,,,,,,,,,,,,,,,
India,IND,"Tertiary education, academic staff (% female)",,,,,,,,,,,36.97154999,36.98532867,36.94704056,37.02830124,40.00006866,,,,,,,,,39.04602814,39.02882004,38.61436844,39.08721161,40.58842087,41.56504059,42.15325165,42.4985199,42.86370087,43.45547867,
India,IND,"Pupil-teacher ratio, tertiary",,,,,,,,,,,23.56872,23.80399,24.67456,26.38547,22.00003,,,,,,,,,21.53122,24.47279,24.28976,23.74541,24.43582,24.72586,,,,,
India,IND,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.389090061,,3.473330021,,3.16128993,
India,IND,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,6.724899769,,,,,7.284279823,,7.786690235,9.244389534,9.880140305,,9.764840126,
India,IND,"Secondary education, teachers (% female)",,,,,,,,,,34.26403046,34.26464081,34.27693176,34.17024994,34.62850189,33.92116928,,,,,38.98080826,40.04373169,41.07300186,,45.14599991,43.21300125,43.15299988,43.2859993,43.98400116,,46.04600143,46.51100159,46.84500122,47.24200058,48.0340004
India,IND,Trained teachers in upper secondary education (% of total teachers),,,,,,,,,,,,,,,,,,,,,,,,,,,,76.36199951,,76.22200012,81.68299866,91.28399658,92.07700348,92.38400269
India,IND,Trained teachers in lower secondary education (% of total teachers),,,,,,,,,,,,,,,,,,,,,,,,,,,76.99299622,76.58000183,,75.03299713,78.93399811,88.30799866,88.60800171,91.63800049
India,IND,Progression to secondary school (%),,,,,,,,,,92.58841,90.54919,93.10618,90.65739,,,,,,,,91.99107,,,91.17107,90.31791,90.84067,90.34762,91.25519,,,,,,
India,IND,"School enrollment, secondary, male (% net)",,,,,,,,,,,,,,,,,,,,,,,,60.94448,,,,,,,,,,
